Myrrh
Blackberry lily root
Clove fruit
Curculigo rhizome
Melia fruit
Valerian rhizome
Deer velvet
Chinese angelica root
Chinese cnidium rhizome
German chamomile flower
Lycium leaf
Dipsacus asperoides root
Brassica juncea seed
Hypericum herb
Hematite
Inula root
Corn silk
Psoralea seed
Glechoma hederacea herb
Cervus male sex organ
Sargassum herb
Cowberry leaf
Black pepper
Rhinoceros unicornis
Rhinoceros sondaicus horn
Ligustrum lucidum fruit
Immature citrus unshiu peel
Viscum stem
Xanthium fruit
Sprouted soybeans
Cistanche stem
Boswellia gum substance
Amomi rotundi fructus
Tussilago farfara flower bud
Taraxacum root
Allium leaf sheath
Hibiscus syriacus bark
Actinidia polygama gall
Saxifraga stolonifera herb
Tremolite
Polygonati odorati rhizoma
Kaempferia galanga rhizome
Trachycarpus fortunei leaf
Artemisia annua stem and leaf
Haliotis shell
Agrimonia herb
Albizzia bark
Aconitum japonicum tuberous root
Aristolochia root
Speranskia herb
Isatis root
Indigo
Kochia scoparia fruit
Liquidambar formosana fruit
Morus leaf
Nelumbo leaf
Croton seed
Cynanchum root
Daphne flower bud
Dioscorea bulbifera tuber
Panax notoginseng root
Patrinia villosa root
Periploca sepium root bark
Picrorhiza rhizome
Platycladus orientalis branch
Manis pentadactyla cuirass
Pulsatillae radix
Punica granatum fruit peel
Raphanus sativus seed
Rhus verniciflua tree sap
Rosa laevigata fruit
Daemonorops draco resin
Eclipta prostrata herb
Elsholtzia herb
Equisetum herb
Erythrina indica bark
Euphorbia kansui radix
Ganoderma lucidum fruit body
Scutellaria barbata herb
Vaccaria pyramidata seed
Phytolacca esculenta root
Euphorbia helioscopia stem and leaf
Morus alba shoot
Tetrapanax papyriferus stem
Veratrum root
Curare
Coca leaf
Colchicum seed
Santonica
Camphor tree
Jaborandi leaf
Yew
Madagascar periwinkle
Plau-noi
Panax quinquefolius root
Anemone altaica rhizome
Knoxia valerianoides root
Pleione pseudobulb
Homalomena rhizome
Semiaquilegia adoxoides root
Pseudostellaria heterophylla tuberous root
Bletilla striata corm
Cynanchum root and rhizome
Stemona root
Cibotium barometz rhizome
Phragmites communis rhizome and stem
Tinospora tuberous root
Boehmeria nivea root
Anemone raddeana root
Processed changium smyrnioides root
Stellaria dichotoma root
Alocasia odora rhizome
Drynaria rhizome
Dryopteris
Athyrium rhizome
Dichroa febrifuga root
Allium chinense bulb
Echinops latifolius root
Physalis alkekengi root and rhizoma
Cirsium root
rhizome or herb
Hydnocarpus anthelmintica seed
Aristolochia fruit
Gleditsia sinensis seed
Anethum graveolens fruit
Momordica cochinchinensis seed
Astragalus complanatus seed
Alpinia galanga fruit
Amomum tsaoko fruit
Alpinia katsumadai seed
Litchi chinensis seed
Citrus medica fruit peel
Prunus humilis
Prunus japonica seed
Euphorbia lathyris seed
Allium tuberosum seed
Celosia argentea seed
Linum usitatissimum seed
Hovenia dulcis fruit or seed
Sterculia seed
Piper cubeba fruit
Vigna angularis seed
Euryale ferox seed
Ricinus communis seed
Firmiana platanifolia seed
Broussonetia papyrifera fruit
Daucus carota fruit
Morus alba syncarp
Torreya grandis seed
Akebia fruit
Abutilon seed
Prinsepia uniflora putamen
Oroxylum indicum seed
Iris pallasii seed
Momordica grosvenori fruit
Viola harb
Verbena officinalis herb
Stellaria media herb
Portulaca oleracea herb
Conandron ramondioides herb
Ottelia alismoides herb
Tetragoniae herba
Desmodium styracifolium herb
Lycopus lucidus herb
Potentilla discolor herb
Selaginella tamariscina herb
Spirodela polyrrhiza herb
Pyrola herb
Lysimachia foenum-graecum herb
Polygonum herb
Abrus cantoniensis herb
Lepisorus herb
Ajugae herba
Photinia serrulata leaf
Vaccinium vitis-idaea leaf
Lophatherum gracile herb
Quercus salicina leaf
Celosia flower cluster
Pueraria flower
Prunus mume flower bud
Chimonanthus praecox flower bud
Eriocaulon herb
Buddleja officinalis flower bud or inflorescence
Rosa rugosa flower bud
Campsis grandiflora flower
Nelumbo nucifera stamen
Punica granatum bark or root bark
Pseudolarix kaempferi bark
Piper wallichii stem with leaf
Spatholobus suberectus
Mucuna birdwoodiana stem
Gleditsia sinensis spine
Aralia elata bark
tree
and root bark
Ficus pumila leaf and stem
Ferula assa-foetida resin
Liquidambar orientalis balsam
Pistacia khinjuk gum resin
Grinded paste of Ulmus macrocarpia key fruit with flower and leaf
Quercus infectoria galls
Cicada flammata larva
Polyporus mylittae sclerotium
Ganoderma applanatum fruit body
Leech
Leporidae feces
Scorpion
Bat faeces
Saiga tatarica horn
Viperidae Agkistrodon halys organ
Agkistrodon acutus
Colubridae slough
Solegnathus hardwickii
Ambergris
Eretmochelys imbricata carapace
Cuttlefish oracle bones
Cypraeidae shell
Pearl
Human placenta
Chicken stomach lining
Tiger skeleton
Blattidae
Centipede
Silkworm feces
Huechys
Hematophagous tabanid
Tiger beetle
Chrysomya megacephala larva
Holotrichia larva
Polistes
Vespa and Vespula nest
Protohermes grandis larva
Stink bug
Xylocopidae
Zinc ore
Fluorite
Mica mineral clay
Limonit
Orpiment
Realgar
Calcite
Pumice stone
Porites nigrescens skeleton
Chlorite schist
Loess
Dryobalanops aromatica resin
Coriandrum sativum herb
Jasmine oil
Neroli oil
Lavender oil
Lavandin oil
Geranium oil
Citronella oil
Lime oil
Bergamot oil
Grapefruit oil
Amyris oil
Bitter orange oil
Cananga oil
Magnolia salicifolia flower bud
Magnolia denudata flower bud
Cinnamomum zeylanicum bark
Cylindrical Cinnamon bark
Bupleurum chinense root
Bupleurum scorzonerifolium root
Extract of wild cherry
Bupleurum longiradiatum root
Processed aconitum carmicha daughter root
Processed aconitum carmicha daughter root
Processed aconitum carmicha daughter root
Aconitum carmichael daughter root
Aconitum tuberous root
Aconitum triphyllum tuberous root
Processed aconitum japonicum tuberous root
Aconitum coreanum tuberous root
Typhonium giganteum corm
Dianthus herb
Dioscorea septemloba
Dioscorea futschauensis rhizome
Arabian myrrh
Bissabol myrrh
Brassica hirta seed
Brassica nigra seed
Rhinoceros bicornis
Rhinoceros simus
Rhinoceros sumatrensis horn
Liquidambar formosana fruit resin
Thlaspi arvense herb
Sonchus brachyotus herb
Sonchus oleraceus
Ixeris chinensis
Paraixeris denticulata herb
Acanthopanax gracilistylus root bark
Acanthopanax giraldii shaft bark
Euphorbia pekinensis root
Tulipa edulis bulb
Asarum sagittarioides herb
Woodwardia unigemmata
Woodwardia japonica rhizome
Changium smyrnioides root
Arenaria juncea
Silene fortunei
Silene jenisensis
Gypsophila oldhamiana root
Stellera chamaejasme root
Euphorbia root
Woodwardia rhizome
Osmunda rhizome
Struthiopteris niponica rhizome
Sphaeropteris lepifera rhizome
Orixa japonica root
Mussaenda root
Clerodendrum trichotomum root
Clerodendrum canescens root
Clerodendrum yunnanense root
Hydrangea root
Berberis root
Dioscorea nipponica root
Scilla scilloides bulb
Allium macrostemon bulb
Rhaponticum uniflorum root
Echinops grijisii root
Breea
Cirsium
Ixeris root
rhizome or herb
Cirsium radix
Gleditsia sinensis fruit
Citrus medica flower
Prunus tomentosa
Prunus triloba seed
Torilis japonica fruit
Carpesium abrotanoides fruit
Lappula echinata fruit
Amblytropis multiflora root or herb
Corydalis bungeana herb
Gentiana lourerii herb
Polygala japonica herb
Osbeckia chinensis herb
Pyrola herb
Ocimum herb
Euphorbia herb
Rhododendron leaf
Phyllostachys leaf
Arenaria serpyllifolia herb
Eriocaulon capitulum
Millettia nitida stem
Millettia dielsiana stem
Sargentodoxa cuneata stem
Platypleura kaempferi larva
Monodon monoceros maxillary incisor
Bungarus multicinctus
Elaphe moellendorffi
Zaocys dhumnades
Colubridae slough
Syngnathoides biaculeatus
Syngnathus acus
Unionidae shell
Cinnamon oil
Curcuma longa tuberous root
Curcuma wenyujin rhizome
Curcuma wenyujin tuberous root
Curcuma tuberous root
Curcuma aeruginosa tuberous root
Cedarleaf oil
Cedarwood oil
Curcuma kwangsiensis rhizome
Clary sage oil
Allolobophora caliginosa
Coriander oil
Chaenomeles speciosa fruit
Galbanum oil
Ginger oil
Menispermum dauricum rhizome
Indigofera root
Ardisia crenata root
Juniper oil
Ardisia hortorum root
Ardisia mamillata root
Labdanum oil
Processed panax ginseng root
Red ginseng
Bolboschoenus fluviatilis tuber
Ligusticum sinense rhizome
Ligusticum tenuissimum root and rhizome
Myrrh oil
Rheum officinale rhizome
Rheum coreanum rhizome
Nutmeg oil
Oakmoss oil
Olibanum oil
Chrysanthemum lavandulaefolium capitulum
Rheum undulatum rhizome
Rheum rhaponticum rhizome
Rheum emodi
Rheum spiciforme rhizome
Origanum oil
Rheum compactum
Rheum franzenbachii
Rheum collinianum rhizome
Achyranthes fauriei root
Cyathula officinalis root
Cyathula capitata root
Achyranthes obtusifolia
Achyranthes rubrofusca
Achyranthes longifolia root
Achyranthes aspera
Achyranthes longifolia
Achyranthes bidentata root
Cucubalus baccifer root
Strobilanthes nemorosus root
Cimicifuga rhizome
Serratula chinensis rhizome
Astilbe rhizome
Vladimiria souliei root
Trichosanthes root
Phlomis umbrosa root
Phlomis maximowiczii
Lamium album root
Cirsium root
White pepper
Artemisia capillaris
Artemisia scoparia stem and leaf
Leonurus fruit
Kochia sieversiana fruit
Chenopodium album fruit
Chenopodium ficifolium fruit
Melilotus suaveolens fruit
Talc
Anise oil
Star anise oil
Cedarwood oil
Citronella oil
Olibanum oil
Orris oil
Osmanthus
Palmarosa oil
Patchouli oil
Petitgrain bigarade oil
Pimento berry oil
Pine oil
Roman chamomile oil
Rosemary oil
Sage oil
Sandalwood oil
Spearmint oil
Spike oil
Tagetes oil
Thyme oil
Tobacco oil
Cinnamon leaf oil
Turpentine oil
Vetiver oil
Wintergreen oil
Ylang Ylang oil
Sage oil
Dracaena resin
Hypericum ascyron herb
Potentilla paradoxa herb
Wedelia prostrata herb
Wedelia chinensis herb
Zanthoxylum ailanthoides bark
Kalopanax pictus bark
Bombax malabaricum bark
Pterocarpus resin
Silene herb
Melastoma candidum shaft and root
Glochidion shaft
Dendrobium chrysanthum stem
Eupatorium fortunei herb
Penthorum chinense herb
Eupatorium herb
Potentilla chinensis herb or root
Artichoke
Iceland moss
Arnica
Angelica
Ginkgo
Evening promrose
Witch hazel
Mallow flowers
Echinacea
Elder flowers
Oats
Olive
Orange flowers
Garlic
Kava
Guarana
Marigold
Cat's claw
Java tea
Cranberry
Grape seed
Goldenseal
Coltsfoot
Comfrey
Psylla
German chamomile
Horsetail
Sage
St. John's wort
Saw palmetto
Soy bean
Thyme
Dandelion
Chaste berry
Ginseng
Tea tree
Devil's claw
Neem
Bitter gourd
Nettle
Birch
Burdock root
Red sorrel
Pau D'Arco
Butterbur
Passionflower
Pumpkin seed
Heath
Bilberry
Feverfew
Bladderwrack
Black currant
Black cohosh
Primrosa
Peppermint
Lemon verbena
Horse chestnut
Hawthorn
Willow
Maitake
Maca
Marshmallow
Paraguay tea
Mulberry
Mullein
Mistletoe
Milk thistle
Melilot
Yarrow
Eucalayptus
Raspberry leaf
Lavender
Linden flower
Rooibos
Lemon grass
Lemon balm
Rose
Rose hip
Rosemary
Pelargonium root
Sangre de Dragon
Raspberry
Erionite
Grapefruit juice
Alcoholic beverage
Tobacco
Milk
Coffee
Aralia root
Coix fruit with involucre
Hop strobile
Boschniakia herb
Japanese yew
Civet
Canis male sex organ
Lycoris radiata bulb
Hedysarum root
Dextran sulfate cellulose
Tryptophan-linked polyvinyl alcohol
Polyethylene terephthalate
Chlorella
Natto
Aojiru
Thorn apple leaf
Chicken liver
Allium tuberosum leaf
Allume
Foxtail millet seed
Trichosanthes fruit
Dried egg yolk powder
Dark male donkey sex organ
